Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
hay-new-muchas,,,,,,,,lg,,orange,,Wood,"",0,shopify,16,deny,manual,181.00,287.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/12_d234dd04-c9ed-400a-8176-c418e8f06506.png?v=1524974255,2,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,lg,,purple,,Plastic,"",0,shopify,14,deny,manual,175.00,287.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/7_6024c320-41eb-4a9c-9828-51280b7dd5b2.png?v=1524974255,3,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,lg,,purple,,Wood,"",0,shopify,13,deny,manual,177.00,287.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/8_77b02e29-e275-4f23-90ed-b2f062585a01.png?v=1524974255,4,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,lg,,pink,,Plastic,"",0,shopify,8,deny,manual,172.00,287.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/9_125a434a-95cf-4094-89f1-139368d45e0b.png?v=1524974255,5,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,lg,,pink,,Wood,"",0,shopify,5,deny,manual,166.00,287.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/10_430d2278-7943-4a2a-9b7e-6d1c0e540aae.png?v=1524974255,6,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,orange,,Plastic,"",0,shopify,12,deny,manual,150.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,orange,,Wood,"",0,shopify,20,deny,manual,136.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,purple,,Plastic,"",0,shopify,11,deny,manual,140.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,purple,,Wood,"",0,shopify,10,deny,manual,144.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,pink,,Plastic,"",0,shopify,19,deny,manual,159.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,md,,pink,,Wood,"",0,shopify,18,deny,manual,187.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,orange,,Plastic,"",0,shopify,17,deny,manual,158.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,orange,,Wood,"",0,shopify,9,deny,manual,138.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,purple,,Plastic,"",0,shopify,9,deny,manual,175.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,purple,,Wood,"",0,shopify,8,deny,manual,159.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,pink,,Plastic,"",0,shopify,8,deny,manual,164.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
hay-new-muchas,,,,,,,,sm,,pink,,Wood,"",0,shopify,7,deny,manual,129.00,287.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,Pensamiento Popular,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras a convallis nisl, at aliquam dolor. Morbi in iaculis nunc. Nulla eu mi at velit imperdiet sollicitudin sed vel risus. Quisque eleifend lorem ipsum, et tempus nulla convallis nec. Nos aseguraremos de que para publicar un comentario. Es un hecho establecido hace demasiado tiempo que un lector se distraerá con el contenido del texto de un sitio mientras que mira su diseño. El punto de usar Lorem Ipsum es que tiene una distribución más o menos normal de las letras, al contrario de usar textos como por ejemplo ""Contenido aquí, contenido aquí"". Estos textos hacen parecerlo un español que se puede leer. Muchos paquetes de autoedición y editores de páginas web usan el Lorem Ipsum como su texto por defecto, y al hacer una búsqueda de ""Lorem Ipsum"" va a dar por resultado muchos sitios web que usan este texto si se encuentran en estado de desarrollo.</p>
[short_description]
<p>En el valle, la vivienda en la vigilancia específica, el reemplazo o la consolidación de la cama, un hombre obsesionado con la reducción de opciones de apuestas ilegales. Wow, mercado muy atractivo, de mis visitantes. Tiempo de desarrollo reciente para odiar, un bar beef tiempo.</p>
[/short_description] [product_description]
<p>Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto. Mañana, a partir de los botones de opción, sino un poco de dolor. Escribir en el freno ahora. No hay comentarios eran, en el mejor, pero el financiamiento de la atención de la salud o la risa. Bienvenido a aprender más acerca de la cultura popular, y el tiempo, no, ni a crecer fuerte. Miramos a los miembros de televisión por cable de televisión.<br><br>Por otra parte, denunciamos con indignación a los hombres que son engañados y desmoralizados por los encantos del placer del momento, tan cegados por el deseo, que no pueden prever el dolor y la molestia que se va a producir, y la misma culpa es de los que faltan a su deber por debilidad de la voluntad, que es lo mismo que decir que fallan por la fatiga y el dolor. Estos casos son muy simples y fácil de distinguir. En una hora libre, sin las trabas de nuestro poder de elección y cuando nada impida que seamos capaces de hacer lo que más nos gusta, todo placer es de agradecer y cada dolor se puede evitar. Pero en ciertas circunstancias y debido a las exigencias del deber o de las obligaciones de la empresa, estos placeres tienen que ser repudiados y sus molestias aceptadas .El hombre sabio, por lo tanto, siempre tiene en estos asuntos una elección: rechaza placeres para asegurar otros placeres mayores, o de lo contrario evita los dolores para evitar dolores peores.</p>
[/product_description]
<p>[new_products]30[/new_products]</p>",Creature,Trouser,"black, brown, Cotton, gray, lg, magenta, md, orange, Partex, pink, Plastic, purple, red, sm, Wool",true,Size,xl,Color,black,Material,Wool,"",0,shopify,2,deny,manual,258.00,366.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/23_622b3d97-34e7-45fc-a886-1a4b200d23ed.png?v=1524974241,1,,false,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,black,,Cotton,"",0,shopify,2,deny,manual,255.00,366.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/19_8d8f8cd8-bb0c-44c2-8000-6a87a57f807f.png?v=1524974241,2,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,magenta,,Wool,"",0,shopify,2,deny,manual,244.00,366.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/20_692c7fe6-361f-4431-9f09-67ded43b8075.png?v=1524974241,3,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,magenta,,Cotton,"",0,shopify,1,deny,manual,233.00,366.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/21_6ff522e1-baea-462d-8657-e30052684f7c.png?v=1524974241,4,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,orange,,Wool,"",0,shopify,2,deny,manual,222.00,366.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/22_afd02d45-ae4a-4d7b-bb9d-ab8fc46dd97a.png?v=1524974241,5,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,orange,,Cotton,"",0,shopify,1,deny,manual,230.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,purple,,Wool,"",0,shopify,2,deny,manual,210.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,xl,,purple,,Cotton,"",0,shopify,2,deny,manual,220.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,black,,Wool,"",0,shopify,1,deny,manual,245.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,black,,Cotton,"",0,shopify,2,deny,manual,226.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,magenta,,Wool,"",0,shopify,1,deny,manual,228.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,magenta,,Cotton,"",0,shopify,2,deny,manual,255.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,orange,,Wool,"",0,shopify,1,deny,manual,234.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,orange,,Cotton,"",0,shopify,2,deny,manual,250.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,purple,,Wool,"",0,shopify,2,deny,manual,251.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,lg,,purple,,Cotton,"",0,shopify,2,deny,manual,218.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,black,,Wool,"",0,shopify,2,deny,manual,228.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,black,,Cotton,"",0,shopify,2,deny,manual,238.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,magenta,,Wool,"",0,shopify,2,deny,manual,248.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,magenta,,Cotton,"",0,shopify,2,deny,manual,222.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,orange,,Wool,"",0,shopify,1,deny,manual,228.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,orange,,Cotton,"",0,shopify,1,deny,manual,238.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,purple,,Wool,"",0,shopify,1,deny,manual,245.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,md,,purple,,Cotton,"",0,shopify,1,deny,manual,246.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,black,,Wool,"",0,shopify,1,deny,manual,251.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,black,,Cotton,"",0,shopify,1,deny,manual,219.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,magenta,,Wool,"",0,shopify,1,deny,manual,221.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,magenta,,Cotton,"",0,shopify,1,deny,manual,227.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,orange,,Wool,"",0,shopify,1,deny,manual,234.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,orange,,Cotton,"",0,shopify,1,deny,manual,226.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,purple,,Wool,"",0,shopify,2,deny,manual,214.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
pensamiento-popular,,,,,,,,sm,,purple,,Cotton,"",0,shopify,1,deny,manual,218.00,366.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,Simplemente Texto,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras a convallis nisl, at aliquam dolor. Morbi in iaculis nunc. Nulla eu mi at velit imperdiet sollicitudin sed vel risus. Quisque eleifend lorem ipsum, et tempus nulla convallis nec. Nos aseguraremos de que para publicar un comentario. Es un hecho establecido hace demasiado tiempo que un lector se distraerá con el contenido del texto de un sitio mientras que mira su diseño. El punto de usar Lorem Ipsum es que tiene una distribución más o menos normal de las letras, al contrario de usar textos como por ejemplo ""Contenido aquí, contenido aquí"". Estos textos hacen parecerlo un español que se puede leer. Muchos paquetes de autoedición y editores de páginas web usan el Lorem Ipsum como su texto por defecto, y al hacer una búsqueda de ""Lorem Ipsum"" va a dar por resultado muchos sitios web que usan este texto si se encuentran en estado de desarrollo.</p>
[short_description]
<p>En el valle, la vivienda en la vigilancia específica, el reemplazo o la consolidación de la cama, un hombre obsesionado con la reducción de opciones de apuestas ilegales. Wow, mercado muy atractivo, de mis visitantes. Tiempo de desarrollo reciente para odiar, un bar beef tiempo.</p>
[/short_description] [product_description]
<p>Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto. Mañana, a partir de los botones de opción, sino un poco de dolor. Escribir en el freno ahora. No hay comentarios eran, en el mejor, pero el financiamiento de la atención de la salud o la risa. Bienvenido a aprender más acerca de la cultura popular, y el tiempo, no, ni a crecer fuerte. Miramos a los miembros de televisión por cable de televisión.<br><br>Por otra parte, denunciamos con indignación a los hombres que son engañados y desmoralizados por los encantos del placer del momento, tan cegados por el deseo, que no pueden prever el dolor y la molestia que se va a producir, y la misma culpa es de los que faltan a su deber por debilidad de la voluntad, que es lo mismo que decir que fallan por la fatiga y el dolor. Estos casos son muy simples y fácil de distinguir. En una hora libre, sin las trabas de nuestro poder de elección y cuando nada impida que seamos capaces de hacer lo que más nos gusta, todo placer es de agradecer y cada dolor se puede evitar. Pero en ciertas circunstancias y debido a las exigencias del deber o de las obligaciones de la empresa, estos placeres tienen que ser repudiados y sus molestias aceptadas .El hombre sabio, por lo tanto, siempre tiene en estos asuntos una elección: rechaza placeres para asegurar otros placeres mayores, o de lo contrario evita los dolores para evitar dolores peores.</p>
[/product_description]
<p>[new_products]30[/new_products]</p>",Generic,Tops,"brown, gray, lg, Partex, pink, red, sm, violet, xl, yellow",true,Size,md,Color,gray,Material,Cotton,"",0,,1,deny,manual,190.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/9_9e7adb61-f841-4067-a390-cfd6bafb34c5.png?v=1524974233,1,,false,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,gray,,Wool,"",0,,0,deny,manual,180.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/11_9ce25d27-c04d-45a0-b656-a2bbad203717.png?v=1524974233,2,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,black,,Cotton,"",0,,0,deny,manual,170.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/1_a32346ec-47f1-4e00-ab18-d0f5a0faf466.png?v=1524974233,3,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,black,,Wool,"",0,,0,deny,manual,175.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/3_7dec7d73-230a-4300-870d-10a5e825c5e4.png?v=1524974233,4,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,brown,,Cotton,"",0,,0,deny,manual,150.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/5_3f9f0ffa-bb22-4acd-a981-160603782e6b.png?v=1524974233,5,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,brown,,Wool,"",0,,0,deny,manual,130.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/7_077c8421-4bec-457c-a8b1-2ba881a9b013.png?v=1524974233,6,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,magenta,,Cotton,"",0,,0,deny,manual,159.00,199.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
simplemente-texto,,,,,,,,md,,magenta,,Wool,"",0,,0,deny,manual,169.00,199.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,Como Por Ejemplo,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras a convallis nisl, at aliquam dolor. Morbi in iaculis nunc. Nulla eu mi at velit imperdiet sollicitudin sed vel risus. Quisque eleifend lorem ipsum, et tempus nulla convallis nec. Nos aseguraremos de que para publicar un comentario. Es un hecho establecido hace demasiado tiempo que un lector se distraerá con el contenido del texto de un sitio mientras que mira su diseño. El punto de usar Lorem Ipsum es que tiene una distribución más o menos normal de las letras, al contrario de usar textos como por ejemplo ""Contenido aquí, contenido aquí"". Estos textos hacen parecerlo un español que se puede leer. Muchos paquetes de autoedición y editores de páginas web usan el Lorem Ipsum como su texto por defecto, y al hacer una búsqueda de ""Lorem Ipsum"" va a dar por resultado muchos sitios web que usan este texto si se encuentran en estado de desarrollo.</p>
[short_description]
<p>En el valle, la vivienda en la vigilancia específica, el reemplazo o la consolidación de la cama, un hombre obsesionado con la reducción de opciones de apuestas ilegales. Wow, mercado muy atractivo, de mis visitantes. Tiempo de desarrollo reciente para odiar, un bar beef tiempo.</p>
[/short_description] [product_description]
<p>Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto. Mañana, a partir de los botones de opción, sino un poco de dolor. Escribir en el freno ahora. No hay comentarios eran, en el mejor, pero el financiamiento de la atención de la salud o la risa. Bienvenido a aprender más acerca de la cultura popular, y el tiempo, no, ni a crecer fuerte. Miramos a los miembros de televisión por cable de televisión.<br><br>Por otra parte, denunciamos con indignación a los hombres que son engañados y desmoralizados por los encantos del placer del momento, tan cegados por el deseo, que no pueden prever el dolor y la molestia que se va a producir, y la misma culpa es de los que faltan a su deber por debilidad de la voluntad, que es lo mismo que decir que fallan por la fatiga y el dolor. Estos casos son muy simples y fácil de distinguir. En una hora libre, sin las trabas de nuestro poder de elección y cuando nada impida que seamos capaces de hacer lo que más nos gusta, todo placer es de agradecer y cada dolor se puede evitar. Pero en ciertas circunstancias y debido a las exigencias del deber o de las obligaciones de la empresa, estos placeres tienen que ser repudiados y sus molestias aceptadas .El hombre sabio, por lo tanto, siempre tiene en estos asuntos una elección: rechaza placeres para asegurar otros placeres mayores, o de lo contrario evita los dolores para evitar dolores peores.</p>
[/product_description]
<p>[new_products]30[/new_products]</p>",Krystle,Lace,"black, brown, Cotton, Fiber, gray, lg, magenta, md, orange, Partex, pink, Plastic, purple, red, sm, violet, xl, yellow",true,Size,xl,Color,gray,Material,Fiber,"",0,,1,deny,manual,120.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/6_3ddde6ac-ef59-478a-ace7-0b285dfb61a8.png?v=1524974220,1,,false,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,gray,,Plastic,"",0,,0,deny,manual,130.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/1_a5ede8da-2b43-451c-a401-0ae23f57ac6c.png?v=1524974220,2,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,gray,,Wood,"",0,,0,deny,manual,140.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/2_74ad46d5-defa-4ed2-82cb-62bde9e62bc9.png?v=1524974220,3,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,yellow,,Fiber,"",0,,0,deny,manual,150.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/3_9ac13926-ced9-4283-bb89-7f04fc64d169.png?v=1524974220,4,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,yellow,,Plastic,"",0,,0,deny,manual,160.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/4_ae7a7610-5a46-46a0-8ef0-f18124b32f10.png?v=1524974220,5,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,yellow,,Wood,"",0,,0,deny,manual,170.00,255.00,true,true,"",https://cdn.shopify.com/s/files/1/0012/5380/2031/products/5_daeffc81-38c0-40e7-a5ac-90419265ce65.png?v=1524974220,6,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,black,,Fiber,"",0,,0,deny,manual,180.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,black,,Plastic,"",0,,0,deny,manual,190.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,black,,Wood,"",0,,0,deny,manual,200.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,brown,,Fiber,"",0,,0,deny,manual,110.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,brown,,Plastic,"",0,,0,deny,manual,115.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,xl,,brown,,Wood,"",0,,0,deny,manual,125.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,gray,,Fiber,"",0,,0,deny,manual,135.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,gray,,Plastic,"",0,,0,deny,manual,145.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,gray,,Wood,"",0,,0,deny,manual,155.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,yellow,,Fiber,"",0,,0,deny,manual,165.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,yellow,,Plastic,"",0,,0,deny,manual,175.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,yellow,,Wood,"",0,,0,deny,manual,185.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,black,,Fiber,"",0,,0,deny,manual,195.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,black,,Plastic,"",0,,0,deny,manual,114.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,black,,Wood,"",0,,0,deny,manual,124.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,brown,,Fiber,"",0,,0,deny,manual,134.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,brown,,Plastic,"",0,,0,deny,manual,144.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,lg,,brown,,Wood,"",0,,0,deny,manual,155.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,gray,,Fiber,"",0,,0,deny,manual,154.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,gray,,Plastic,"",0,,0,deny,manual,168.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,gray,,Wood,"",0,,0,deny,manual,169.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,yellow,,Fiber,"",0,,0,deny,manual,178.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,yellow,,Plastic,"",0,,0,deny,manual,155.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,yellow,,Wood,"",0,,0,deny,manual,196.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,black,,Fiber,"",0,,0,deny,manual,198.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,black,,Plastic,"",0,,0,deny,manual,178.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,black,,Wood,"",0,,0,deny,manual,129.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,brown,,Fiber,"",0,,0,deny,manual,173.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,brown,,Plastic,"",0,,0,deny,manual,163.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
como-por-ejemplo,,,,,,,,md,,brown,,Wood,"",0,,0,deny,manual,122.00,255.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
